trialNumber,checkTrial,gainValue,lossValue,safeValue,choiceProbability,type_e0i1d2,choiceMade,choiceKey,outcomeValue,location,riskSplitLocation,gainLocation,lossLocation,safeLocation,hideGainLocation,hideLossLocation,instructionStart,instructionEnd,choiceStart,choiceEnd,isiStart,isiEnd,outcomeStart,outcomeEnd,itiStart,itiEnd,bestRho,bestMu
33,,6.29,0,4.28,0.347831097664286,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,783.861284139537,,787.863588419903,788.8637081176421,788.8661996479495,789.8664449690696,789.8685213101562,792.8685059035197,,
34,,12.82,0,7.77,0.492591158499735,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,792.8818642509141,,796.884983503056,797.8850399940711,797.887157024481,798.8869883415318,798.8890133271489,802.3890295238671,,
35,,4.80,0,8.54,0.0044614409191409,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,802.4033470333961,,806.4057686412561,807.4055047531583,807.407634029878,808.407751357372,808.4098960407428,811.9095610450604,,
36,,0.30,0,2.33,0.0011228274090662,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,811.921332903541,,815.9236032102781,816.9232954725012,816.9260963207489,817.926262633453,817.9282481148693,820.9281003691285,,
37,,13.40,0,7.75,0.547529110329741,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,820.9417549980717,,824.9455904614733,825.9456437921617,825.9478240293101,826.9477825498907,826.9500852500787,829.9496672955866,,
38,,6.46,0,0.53,0.963384902216814,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,829.9631650928204,,833.9653682424105,834.9654077466257,834.9677463956468,835.9673659701366,835.969329329193,838.9692147669994,,
39,,5.97,0,10.12,0.0049653513018261,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,838.9837870786578,,842.9859127999953,843.9857235748495,843.9880401015107,844.9879093425989,844.9900208424224,848.4897490534786,,
40,,9.44,0,10.60,0.0177041892168046,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,848.503111351296,,852.5055179475603,853.5054914797365,853.5076203614153,854.5074386420747,854.5099906138057,858.0089868119248,,
41,,5.85,0,7.35,0.0116305495031377,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,858.0226528970816,,862.0248592070129,863.0250195940898,863.0273491571425,864.0267194600892,864.0289036476606,867.0288092326082,,
42,,25.55,0,7.04,0.909106243652588,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,867.0426436057023,,871.0450932615349,872.0445563993708,872.0468650252005,873.0462807579752,873.0484566496743,876.548111382901,,
43,,18.38,0,11.39,0.466431799990034,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,876.5611189329502,,880.5634058314608,881.5631269317673,881.5653944732039,882.5650448609813,882.567046144075,886.066623844119,,
44,,15.64,0,10.66,0.345622781506315,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,886.0794615260675,,890.0820162630989,891.0815769763285,891.0843837501889,892.0845852216444,892.0868835763686,895.0864399441343,,
45,,22.28,0,10.71,0.717733181783995,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,895.1005283292616,,899.1027812541579,900.1021661736595,900.1044360853557,901.1039786266483,901.106222860617,904.6057176018221,,
46,,1.86,0,1.15,0.469063397767523,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,904.6187693965767,,908.6209610899386,909.6204736080399,909.6228813894122,910.6226957196486,910.6248210459453,914.1245034321328,,
47,,7.29,0,4.97,0.345804263040095,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,914.1373343983723,,918.1396789730206,919.1392242796137,919.1413097066688,920.1411643311876,920.1433157302672,923.143016683418,,
48,,15.75,0,9.82,0.458297705588226,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,923.1553886107868,,927.1577399011439,928.1577639987227,928.1600141583185,929.1594646548037,929.161653187839,932.6615579827048,,
49,,10.95,0,6.45,0.527267993307942,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,932.6759284278669,,936.678107084852,937.6780845674512,937.6804702264781,938.6799791891972,938.6821823387872,941.6820997749892,,
50,,22.65,0,4.42,0.940099121569449,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,941.6952376889094,,945.6974566401914,946.6968419547338,946.6991138416488,947.6987982030405,947.7011514686164,950.7006414693169,,
51,,16.28,0,11.53,0.296260821525844,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,950.7190520096628,,954.7211733855511,955.7214029049937,955.7236767671129,956.7230834139336,956.7252893288096,960.2251731864526,,
52,,6.76,0,4.81,0.291403244383539,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,960.2379306748626,,964.2403613686911,965.2399355133384,965.2423022103467,966.2416330090928,966.2436307368043,969.2437318675802,,
53,,12.56,0,7.50,0.511863493544987,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,969.2586368046468,,973.2610165380465,974.2602311944211,974.2626571477449,975.2624224927567,975.2644221956871,978.2643159293657,,
54,,29.58,0,8.51,0.902841739473747,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,978.2790632446558,,982.2811921263492,983.2810060615302,983.2830729216075,984.2830077396648,984.2854111755878,987.2847261726565,,
55,,12.44,0,8.97,0.275262435016062,1,0,v,8.97,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,987.2988856653537,987.6315288602054,987.6338422265253,988.6337805999647,988.6364269867481,989.6357123556518,989.6381098659476,992.637592360843,,
56,,10.81,0,7.62,0.303577758958418,1,0,n,7.62,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,992.6520828987996,993.063255715475,993.0654857279296,994.0654928386793,994.0682340355706,995.0684682955034,995.0706240400614,998.5702933898428,,
57,,22.44,0,11.02,0.701910139103884,1,1,v,0,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,998.5839464386227,999.206969648134,999.2090357181296,1000.2092202027707,1000.2123137771705,1001.2121281074069,1001.2143292817927,1004.7140002117521,,
58,,2.62,0,0.34,0.955834124367401,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1004.7282067144552,,1008.7304090739635,1009.7297386875871,1009.7320504737436,1010.7316921705933,1010.7338972953876,1013.7334283804666,,
59,,29.98,0,4.88,0.948686857939468,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1013.7467436682782,,1017.74887650038,1018.7482278413081,1018.750271393903,1019.7502654682758,1019.7523694623087,1022.7520348616818,,
60,,8.96,0,5.21,0.540901026059875,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1022.7658858265349,,1026.768000091659,1027.7677622763294,1027.7700440392946,1028.769751313128,1028.7718248889141,1031.7713840219803,,
61,,5.55,0,3.31,0.510156067431052,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1031.7851840264047,,1035.7873915214586,1036.7873958669225,1036.7895583271747,1037.7893027349637,1037.7915754119604,1040.791203282337,,
62,,7.43,0,5.19,0.313111054094515,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1040.8047532251367,,1044.8069547945488,1045.8068678853015,1045.8090789357375,1046.8088577121816,1046.8110213575565,1050.3107088792895,,
63,,8.24,0,5.06,0.477394065968662,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1050.3244895266544,,1054.326594310769,1055.3264426146197,1055.3288010157412,1056.328406368717,1056.3305723843514,1059.8301812927093,,
64,,2.57,0,1.58,0.470520469389415,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1059.8445027526614,,1063.8469725556497,1064.8470021838002,1064.8492740707152,1065.8489414452924,1065.8510809931176,1068.850807228955,,
65,,29.37,0,4.02,0.954360073984469,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1068.8642505104071,,1072.8664275872143,1073.866553605636,1073.8688049503544,1074.868503928301,1074.8706964117591,1078.3703005796124,,
66,,18.59,0,8.85,0.724639519799614,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1078.3841124353057,,1082.3864400231396,1083.3860528819205,1083.3882734133658,1084.38781160918,1084.3898038063198,1087.8897678574867,,
67,,3.16,0,0.73,0.928216911013776,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1087.9036140818353,,1091.905787208234,1092.9055975880328,1092.907876980753,1093.9075609470892,1093.9097139263467,1097.4093524628552,,
68,,8.81,0,6.10,0.324903267426834,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1097.4226792068948,,1101.4253271738417,1102.4249759814556,1102.4271965128864,1103.427042841533,1103.429146835566,1106.9289252169692,,
69,,18.48,0,11.20,0.492962105332488,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1106.94251229371,,1110.944634064639,1111.944677124222,1111.9469391350867,1112.9465764864726,1112.9488108443911,1115.9481720613694,,
70,,14.63,0,8.97,0.478689172684513,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1115.9611582791404,,1119.9635352472396,1120.9629375485965,1120.9652252371889,1121.965115020459,1121.9674615703116,1124.9670072719455,,
71,,15.20,0,10.76,0.297031841943507,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1124.986093334228,,1128.988270411035,1129.9877430298802,1129.9900508656283,1130.9897229807102,1130.9918471218843,1133.9915619015228,,
72,,12.35,0,7.34,0.516456856606361,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1134.0056072270672,,1138.008743466009,1139.008327486721,1139.0105610545434,1140.0102260588756,1140.0123849637603,1143.5120416722057,,
73,,6.91,0,3.30,0.723481955225235,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1143.525511421467,,1147.527831898551,1148.52782162746,1148.5306173401477,1149.5307623205736,1149.5329840371414,1153.0326032165904,,
74,,13.02,0,8.04,0.470628663231473,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1153.0483819867222,,1157.0505882966536,1158.0503354697285,1158.0526302690705,1159.0522692006343,1159.0542720638914,1162.0540002749622,,
75,,16.55,0,11.58,0.31212110723788,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1162.0709163711872,,1166.0732846483588,1167.0726375694503,1167.0749264431797,1168.0748150413128,1168.0771078654507,1171.5766662084206,,
76,,2.77,0,0.39,0.953750878016299,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1171.5903212324047,,1175.592525172091,1176.5923722908046,1176.5947674308409,1177.5943289341521,1177.5964503100404,1180.5962196054752,,
77,,10.50,0,6.16,0.531564547411977,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1180.6105600274313,,1184.6127647571993,1185.6129508220038,1185.61517174849,1186.6146388367488,1186.6168080127245,1189.6167689035647,,
78,,15.23,0,0.24,0.969999751938517,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1189.629763022167,,1193.6320356991637,1194.6313348945405,1194.633654581543,1195.6334456042969,1195.6357024796016,1199.1352833399724,,
79,,12.56,0,7.78,0.467356396332916,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1199.1489399441343,,1203.1511324275925,1204.151048678672,1204.1531495123636,1205.1527445942484,1205.154967100898,1208.654794072485,,
80,,11.54,0,10.60,0.0612832482398834,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1208.668014945244,,1212.6703287066048,1213.6705523004202,1213.672863296495,1214.6722549317055,1214.6742846578418,1218.1741033335275,,
81,,12.80,0,8.74,0.342380915550044,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1218.1874644462223,,1222.189853265576,1223.1900116774486,1223.1922523560352,1224.192064316012,1224.1943294872035,1227.1938949409378,,
82,,2.99,0,1.41,0.73173012307489,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1227.2102398063435,,1231.2129296477506,1232.212634156298,1232.214694300652,1233.2143435033067,1233.2163692790054,1236.716197435715,,
83,,18.80,0,11.63,0.468519406010124,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1236.7291958997812,,1240.7314188014861,1241.7309009013406,1241.7332186131243,1242.7329049497203,1242.734921639465,1246.2349729949347,,
84,,9.36,0,5.70,0.488866310488957,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1246.2515529103548,,1250.2539286933315,1251.2534581982327,1251.2555353294156,1252.2556412006816,1252.257900051205,1255.257497503335,,
85,,13.11,0,6.34,0.714052245752822,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1255.2718568873242,,1259.2742014619726,1260.2740501608641,1260.2762620013818,1261.2761770673387,1261.2787776292535,1264.7780649733613,,
86,,0.41,0,9.38,0.0009559821309547,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1264.7905056380405,,1268.7926309643517,1269.7927676489053,1269.7951853063423,1270.7947112558613,1270.7969361327705,1273.796560447765,,
87,,15.02,0,10.97,0.258914155997688,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1273.8148177117982,,1277.8173258338647,1278.817167421992,1278.8194926395809,1279.8192718110658,1279.8214346663735,1283.321144310452,,
88,,7.95,0,11.84,0.0068888013929526,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1283.3345954927354,,1287.3370032741223,1288.3368523680401,1288.3391353161278,1289.338558949763,1289.3408359722234,1292.8406127734488,,
89,,16.32,0,11.34,0.320872345749717,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1292.8541951096995,,1296.8565112413198,1297.8563773220667,1297.8584216647432,1298.8581368394225,1298.8603162864893,1302.3599508725747,,
90,,14.42,0,8.43,0.535812610679642,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1302.3740206907241,,1306.3762649246928,1307.3758868694422,1307.378033528017,1308.3776661388983,1308.3800474524614,1311.3795694515575,,
91,,11.00,0,1.12,0.960653364206334,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1311.3952996315056,,1315.3974257478985,1316.397455376049,1316.3997790134745,1317.3993835763686,1317.4013595767756,1320.9011474391882,,
92,,12.29,0,7.58,0.472402687351403,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1320.9141850124288,,1324.916341152013,1325.9159816637402,1325.91801771053,1326.9179331715277,1326.9201556781773,1329.919776832845,,
93,,23.19,0,10.90,0.73298585991895,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1329.9327109050646,,1333.9349136596138,1334.934307665084,1334.9368304037052,1335.936508049388,1335.9386965824233,1339.4381735467323,,
94,,16.14,0,9.96,0.471509698251827,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1339.4526731706428,,1343.4550679156382,1344.4547957316536,1344.4570755194145,1345.4570052019262,1345.4593667633744,1348.4588532086927,,
95,,17.56,0,8.76,0.689456255691148,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1348.4732240489102,,1352.4755986467499,1353.4756108930596,1353.4776923696918,1354.477544623951,1354.4797422429547,1357.4793922356912,,
96,,14.71,0,10.47,0.290752951869656,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1357.4932270038116,,1361.4956652034307,1362.4949367458757,1362.4972560378228,1363.4971300194156,1363.4991767323518,1366.9989472129091,,
97,,24.62,0,4.08,0.947942043237926,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1367.0135625841503,,1371.0158159040875,1372.015693441048,1372.0179625626624,1373.0175102395006,1373.0194969060394,1376.5192302526411,,
98,,13.34,0,11.67,0.0884505646674875,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1376.5333988313068,,1380.5356853347766,1381.5349363350251,1381.5371872847027,1382.5371635821793,1382.5394437649811,1385.5390009228286,,
99,,27.12,0,3.72,0.954333814584431,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1385.5527878908615,,1389.5550708389492,1390.5547480895766,1390.556880921693,1391.5567122387292,1391.5586392539117,1395.058534962809,,
100,,11.08,0,7.79,0.306427212658128,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1395.0756221122429,,1399.0777419079677,1400.0772801037965,1400.079523152628,1401.078983525178,1401.0811598119035,1404.5810393240681,,
101,,15.73,0,9.80,0.459719206109394,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1404.5942285934725,,1408.5964641365135,1409.595575686908,1409.5976986429596,1410.5977618496836,1410.5998255494342,1414.0995802283142,,
102,,22.58,0,10.53,0.738073549055416,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1414.1134454146813,,1418.115487782139,1419.1153428017133,1419.117464177587,1420.1172717921,1420.1194630904356,1423.1191545625916,,
103,,6.70,0,1.16,0.946254115240816,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1423.132590338224,,1427.1349811327964,1428.134882767321,1428.1376204088301,1429.137831361295,1429.1401771210658,1432.1394356271048,,
104,,14.60,0,10.27,0.304847709597839,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1432.1532549886033,,1436.155349501627,1437.1554316703696,1437.1576628679468,1438.1573827831307,1438.1597107660054,1441.1592268394743,,
105,,2.23,0,6.48,0.0020504439406318,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1441.1738331247616,,1445.1762646086572,1446.175771991213,1446.17793919197,1447.17793919197,1447.1801044175227,1450.679757175545,,
106,,17.25,0,10.03,0.541666804062842,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1450.6956694698893,,1454.6977679333359,1455.6975131312065,1455.6998079305486,1456.6994717497582,1456.7014473551244,1459.7010617940687,,
107,,0.71,0,2.53,0.0016762025664749,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1459.7149443622766,,1463.7171313151484,1464.7171214390983,1464.7193960912991,1465.7190093451209,1465.7210390712426,1469.2205974142125,,
108,,18.55,0,11.57,0.457634662982562,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1469.2345265974,,1473.2366989337024,1474.236587926891,1474.2387389309297,1475.2385437801422,1475.2407338933554,1478.7403724298638,,
109,,19.54,0,0.97,0.967225692661967,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1478.7584219017735,,1482.7607008994382,1483.7601186074317,1483.7624430349388,1484.7621005334659,1484.7643096086977,1488.2637652407284,,
110,,5.12,0,11.02,0.0030989062811382,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1488.2770003350015,,1492.279409301511,1493.27964435154,1493.2819201888633,1494.2815867733589,1494.2839052752388,1497.783424509049,,
111,,19.78,0,11.89,0.503022355437329,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1497.7975105239311,,1501.799770954618,1502.799119925301,1502.8014929429773,1503.8011121224263,1503.8033788737957,1507.3027053270634,,
112,,21.46,0,10.79,0.683007173595021,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1507.3203621271678,,1511.322653766183,1512.3224230616179,1512.3245211300236,1513.3246273963305,1513.3267949921428,1516.8264915998298,,
113,,4.40,0,3.08,0.312970040779118,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1516.839726299062,,1520.8421712144045,1521.8422043979372,1521.844603093341,1522.844140894129,1522.8462646402622,1525.8457953303005,,
114,,0.38,0,10.39,0.000946535881661,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1525.8594886733626,,1529.8617419932998,1530.8617653007823,1530.8640423232282,1531.8635694578843,1531.8658678126085,1535.3653115933848,,
115,,19.68,0,0.59,0.969021711419132,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1535.3788907692942,,1539.381323043286,1540.3812957853806,1540.3835826838913,1541.3832370220916,1541.3852410704712,1544.8851122867636,,
116,,12.15,0,6.16,0.676924361814026,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1544.8997011901956,,1548.9022065469617,1549.9016195144504,1549.9038163433725,1550.9037337795744,1550.9058109107573,1553.9055691450048,,
117,,23.07,0,4.24,0.943267889718882,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1553.9189563304826,,1557.922500647881,1558.9223631732311,1558.924994548419,1559.9240863467276,1559.9265446934878,1562.926184020078,,
118,,18.71,0,11.63,0.461976702331498,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1562.9407693681278,,1566.9429519755358,1567.9429187920032,1567.9450014537579,1568.9446553969174,1568.9469881202967,1572.4467111958074,,
